tokenId,transaction_date,TokenPrice_USD,x,y
19055812547572553953948978016179019841564,2022-07-27,3119.35111581401,56,28
21097506749098184734729225660769629110178,2022-07-27,3111.1638425441565,61,-94
21778071482940061661655974875633165533090,2022-07-27,3012.9165633059206,63,-94
18715530180651615490485603408747251630108,2022-07-27,3127.538389083863,55,28
18375247813730677027022228801315483418652,2022-07-27,3193.0365752426874,54,28
13611294676837538538534984297270728458233,2022-07-26,2896.4999387195576,39,-7
30965695389805400175167089276290907242367,2022-07-25,2013.820064614958,90,-129
45597837167405754104092197395856940334955,2022-07-24,4634.822651282978,133,-149
44917272433563877177165448180993403912082,2022-07-23,3317.5677051940243,131,-110
11569600475311907757754736652680119189517,2022-07-23,2867.9907731817502,34,13
20757224382177246271265851053337860898776,2022-07-23,2867.9907731817502,60,-40
28243436454437892467460092416836761550831,2022-07-22,3439.983294885418,82,-17
14972424144521292392388482726997801304172,2022-07-22,3224.9843389550792,44,108
34028236692093846346337460743176821145468,2022-07-20,2890.6180966067436,99,-132
115792089237316195423570985008687907848506031528747425550970339503868374679480,2022-07-20,5553.029501376113,-15,-72
115792089237316195423570985008687907845783772593379917843263342644414228987894,2022-07-19,4619.61459359343,-23,-10
115792089237316195423570985008687907848506031528747425550970339503868374679480,2022-07-19,2910.357193963861,-15,-72
44576990066642938713702073573561635700606,2022-07-19,3510.907091131007,130,-130
9868188640707215440437863615521278132232,2022-07-19,6159.48612479124,29,8
115792089237316195423570985008687907809033276965918563789218885041783262150686,2022-07-16,5758.482101468963,-130,30
32326824857489154029020587706017980088195,2022-07-16,2547.281494296859,94,-125
9527906273786276976974489008089509920656,2022-07-16,2709.8739301030414,27,-112
115792089237316195423570985008687907828429371880412056206631237665394050203604,2022-07-15,3116.5240814910244,-74,-44
34368519059014784809800835350608589356924,2022-07-15,2600.6983634352623,100,-132
115792089237316195423570985008687907828429371880412056206631237665394050203603,2022-07-15,3116.5240814910244,-74,-45
46618684268168569494482321218152244969522,2022-07-14,2909.1256896583122,137,50
115792089237316195423570985008687907835915583952672702402825479028892950855552,2022-07-14,3338.3409553456045,-52,-128
36750495627461354054044457602630966837147,2022-07-14,2694.518056814666,107,-101
46618684268168569494482321218152244969338,2022-07-13,2612.4102865682894,136,-134
115792089237316195423570985008687907832512760283463317768191732954575268741236,2022-07-12,3103.616600590307,-61,116
20076659648335369344339101838474324475897,2022-07-12,3684.895963911568,58,-7
46958966635089507957945695825584013180793,2022-07-11,2597.780996666123,137,-135
46958966635089507957945695825584013180794,2022-07-11,2478.1535658944254,137,-134
115792089237316195423570985008687907833533607384226133158581856776870573375361,2022-07-11,2963.2482851704826,-59,-127
25521177519070384759753095557382615859181,2022-07-11,3841.2477770728474,74,-19
115792089237316195423570985008687907846124054960300856306726717251845997199245,2022-07-10,2711.808504466295,-22,-115
115792089237316195423570985008687907848506031528747425550970339503868374679438,2022-07-10,3720.7179050526793,-15,-114
115792089237316195423570985008687907834894736851909887012435355206597646221403,2022-07-09,3043.64687303219,-54,91
115792089237316195423570985008687907834894736851909887012435355206597646221404,2022-07-09,3043.64687303219,-54,92
115792089237316195423570985008687907835235019218830825475898729814029414432859,2022-07-09,3348.011560335409,-53,91
45257554800484815640628822788425172123538,2022-07-09,2982.7739355715466,132,-110
39132472195907923298288079854653344317336,2022-07-09,2800.1551231896146,114,-104
37431060361303230980971206817494503260060,2022-07-09,2785.54561819906,109,-100
115792089237316195423570985008687907833533607384226133158581856776870573375359,2022-07-08,3100.3783619870433,-59,-129
10889035741470030830827987437816582766476,2022-07-08,3647.503955278875,31,-116
5444517870735015415413993718908291383186,2022-07-08,6687.090584677937,15,-110
37431060361303230980971206817494503260059,2022-07-08,2755.08132088731,109,-101
36410213260540415590581082995199198625691,2022-07-07,2948.8649580385254,106,-101
40153319296670738688678203676948648951842,2022-07-07,2874.523824642596,118,34
115792089237316195423570985008687907838978125254961148573995850495778864758680,2022-07-06,2734.904932804862,-43,-104
37771342728224169444434581424926271471515,2022-07-06,2734.904932804862,110,-101
42195013498196369469458451321539258220536,2022-07-05,2923.4274620265355,123,-8
45257554800484815640628822788425172123538,2022-07-05,2549.5006936277928,132,-110
44917272433563877177165448180993403912082,2022-07-05,2606.156264597299,131,-110
44576990066642938713702073573561635700626,2022-07-05,2492.8451226582865,130,-110
115792089237316195423570985008687907842040666557249594745166221962664778661878,2022-07-04,2880.788813241747,-34,-10
115792089237316195423570985008687907835915583952672702402825479028892950855552,2022-07-04,2926.8814342536148,-52,-128
115792089237316195423570985008687907818561183239704840766193374049872772071330,2022-07-04,2984.4972105184497,-103,-94
115792089237316195423570985008687907831491913182700502377801609132279964106877,2022-07-03,4291.839293823196,-64,125
46618684268168569494482321218152244969337,2022-07-03,2776.820023103608,136,-135
46618684268168569494482321218152244969338,2022-07-03,2244.6319506695318,136,-134
46958966635089507957945695825584013180793,2022-07-03,2244.6319506695318,137,-135
46618684268168569494482321218152244969337,2022-07-03,2243.558990846076,136,-135
46958966635089507957945695825584013180794,2022-07-03,2243.558990846076,137,-134
115792089237316195423570985008687907840679537089565840891312723532937705816091,2022-07-03,4506.431258514356,-37,27
115792089237316195423570985008687907842380948924170533208629596570096546873291,2022-07-02,4724.364893347776,-33,-53
115792089237316195423570985008687907805290170929788240691121764360033811824521,2022-07-02,2772.313983591307,-142,-119
115792089237316195423570985008687907847825466794905548624043590289004838256587,2022-07-01,4228.852353354934,-17,-53
115792089237316195423570985008687907848846313895668364014433714111300142890908,2022-07-01,3435.942537100884,-14,-100
51042355038140769519506191114765231718317,2022-07-01,4070.270390104124,149,-83
39472754562828861761751454462085112528776,2022-07-01,2590.1720664298973,115,-120
115792089237316195423570985008687907805290170929788240691121764360033811824521,2022-07-01,2148.2569955043064,-142,-119
51042355038140769519506191114765231718318,2022-07-01,4070.270390104124,149,-82
39813036929749800225214829069516880740232,2022-06-30,2618.8153613891254,116,-120
115792089237316195423570985008687907837616995787277394720142352066051791913036,2022-06-30,3206.7126874152555,-46,76
115792089237316195423570985008687907821964006908914225400827120124190454185890,2022-06-29,2894.278965844114,-93,-94
7145929705339707732730866756067132440528,2022-06-29,2905.242143745038,20,-48
44576990066642938713702073573561635700624,2022-06-29,2740.7944752311682,130,-112
115792089237316195423570985008687907825026548211202671571997491591076368088977,2022-06-29,2960.0580332496615,-84,-111
115792089237316195423570985008687907840679537089565840891312723532937705816092,2022-06-28,4787.13736790785,-37,28
115792089237316195423570985008687907838297560521119271647069101280915328335772,2022-06-28,4103.260601063871,-45,-100
115792089237316195423570985008687907838297560521119271647069101280915328335772,2022-06-28,2479.053279809422,-45,-100
32326824857489154029020587706017980088194,2022-06-28,2290.9871689273277,94,-126
47639531368931384884872445040447549603730,2022-06-28,3191.424911938566,139,-110
115792089237316195423570985008687907827068242412728302352777739235666977357811,2022-06-28,4559.178445626523,-78,-13
115792089237316195423570985008687907831832195549621440841264983739711732318095,2022-06-27,3336.672869656217,-64,-113
43556142965880123323311949751266331066258,2022-06-27,3074.5057156118,127,-110
37431060361303230980971206817494503260036,2022-06-27,2949.380482999692,109,-124
44236707699722000250238698966129867489178,2022-06-27,2946.9971452356513,129,-102
115792089237316195423570985008687907802567911994420732983414767500579666132952,2022-06-27,2999.430576044535,-150,-40
36410213260540415590581082995199198625689,2022-06-27,2979.172205050194,106,-103
30965695389805400175167089276290907242366,2022-06-26,3085.4180516108377,90,-130
30965695389805400175167089276290907242366,2022-06-26,1810.7194939496171,90,-130
45597837167405754104092197395856940335088,2022-06-26,2877.964758595418,133,-16
115792089237316195423570985008687907842380948924170533208629596570096546873246,2022-06-26,3993.176102551143,-33,-98
29944848289042584784776965453995602608012,2022-06-25,2969.834231244881,87,-116
43556142965880123323311949751266331066266,2022-06-25,2298.8256601686317,127,-102
43896425332801061786775324358698099277722,2022-06-25,2857.999469398839,128,-102
44236707699722000250238698966129867489178,2022-06-24,2427.8324921982635,129,-102
115792089237316195423570985008687907810054124066681379179609008864078566784942,2022-06-24,3371.989572497588,-128,-82
30625413022884461711703714668859139031069,2022-06-24,3065.445065906898,90,29
9868188640707215440437863615521278132233,2022-06-24,4291.623092269658,29,9
115792089237316195423570985008687907848506031528747425550970339503868374679452,2022-06-23,2978.567632231182,-15,-100
37771342728224169444434581424926271471478,2022-06-23,2315.263532592007,110,-138
115792089237316195423570985008687907848846313895668364014433714111300142890908,2022-06-23,2205.2856507865486,-14,-100
39813036929749800225214829069516880740334,2022-06-23,3436.8088064205945,116,-18
37771342728224169444434581424926271471478,2022-06-23,3062.1966465207497,110,-138
45938119534326692567555572003288708546412,2022-06-23,3064.4878523916964,134,-148
4763953136893138488487244504044754960270,2022-06-23,4582.411741894126,13,-114
115792089237316195423570985008687907839658689988803025500922599710642401181592,2022-06-22,4201.864279290839,-41,-104
9868188640707215440437863615521278132082,2022-06-22,3687.1359050777105,28,-142
115792089237316195423570985008687907833873889751147071622045231384302341587074,2022-06-22,2836.258388521316,-57,130
115792089237316195423570985008687907814137512469732640741169504153259785322396,2022-06-22,2804.7444064266347,-116,-100
44236707699722000250238698966129867489145,2022-06-22,2599.9035228112066,129,-135
115792089237316195423570985008687907824686265844281733108534116983644599877619,2022-06-21,3740.889394784699,-85,-13
17354400712967861636632104979020178784169,2022-06-20,3380.798987677898,50,-87
43896425332801061786775324358698099277723,2022-06-20,3080.0322549948473,128,-101
115792089237316195423570985008687907844762925492617102452873218822118924353415,2022-06-19,3374.6869447574854,-26,-121
36410213260540415590581082995199198625692,2022-06-18,2784.960006631958,106,-100
115792089237316195423570985008687907829450218981174871597021361487689354837906,2022-06-18,2787.947092802818,-71,-110
115792089237316195423570985008687907842721231291091471672092971177528315084814,2022-06-18,3684.072944060867,-31,14
2381976568446569244243622252022377480049,2022-06-18,3445.106050392054,6,-143
43896425332801061786775324358698099277723,2022-06-18,2389.6689366881296,128,-101
45938119534326692567555572003288708546412,2022-06-18,1971.4768727677072,134,-148
115792089237316195423570985008687907825026548211202671571997491591076368089051,2022-06-18,2987.0861708601624,-84,-37
36410213260540415590581082995199198625690,2022-06-18,2389.6689366881296,106,-102
115792089237316195423570985008687907827408524779649240816241113843098745569166,2022-06-17,3043.236153576457,-77,-114
26201742252912261686679844772246152281984,2022-06-17,2934.549148091584,76,-128
35389366159777600200190959172903893991319,2022-06-17,2804.124741509736,103,-105
115792089237316195423570985008687907842380948924170533208629596570096546873291,2022-06-16,3191.68335016779,-33,-53
115792089237316195423570985008687907802227629627499794519951392893147897921554,2022-06-16,2861.8760706504518,-150,18
35389366159777600200190959172903893991323,2022-06-16,2872.5150151510115,103,-101
28243436454437892467460092416836761550719,2022-06-16,2861.8760706504518,82,-129
28243436454437892467460092416836761550718,2022-06-16,2925.7097376538077,82,-130
115792089237316195423570985008687907831832195549621440841264983739711732318349,2022-06-16,3191.68335016779,-63,141
28583718821358830930923467024268529762174,2022-06-16,3181.0444056672313,83,-130
28583718821358830930923467024268529762175,2022-06-16,3404.4622401789766,83,-129
115792089237316195423570985008687907836936431053435517793215602851188255490078,2022-06-16,3989.6041877097377,-48,30
115792089237316195423570985008687907836936431053435517793215602851188255490079,2022-06-16,3989.6041877097377,-48,31
115792089237316195423570985008687907836255866319593640866288853636324719067037,2022-06-15,4194.419466733423,-51,-99
6465364971497830805804117541203596017539,2022-06-15,4951.316473830152,18,-125
115792089237316195423570985008687907829109936614253933133557986880257586626459,2022-06-15,3457.2783358415027,-72,-101
115792089237316195423570985008687907837276713420356456256678977458620023701540,2022-06-15,4630.283485502013,-47,36
9527906273786276976974489008089509920777,2022-06-15,4321.597919801879,28,9
115792089237316195423570985008687907836936431053435517793215602851188255490083,2022-06-15,4630.283485502013,-48,35
115792089237316195423570985008687907837276713420356456256678977458620023701541,2022-06-15,4630.283485502013,-47,37
115792089237316195423570985008687907825366830578123610035460866198508136300516,2022-06-15,3642.4896752615837,-83,-28
115792089237316195423570985008687907821964006908914225400827120124190454185908,2022-06-14,3083.963045909397,-93,-76
1701411834604692317316873037158841057302,2022-06-14,3507.2520914263728,5,22
45938119534326692567555572003288708546412,2022-06-14,2781.6137276829854,134,-148
115792089237316195423570985008687907847485184427984610160580215681573070045161,2022-06-14,3749.1315460075025,-18,-23
14972424144521292392388482726997801303987,2022-06-14,3507.2520914263728,43,-77
43896425332801061786775324358698099277819,2022-06-14,3011.3992095350586,128,-5
115792089237316195423570985008687907831491913182700502377801609132279964106900,2022-06-14,2358.3246821660096,-64,148
3402823669209384634633746074317682114512,2022-06-14,2176.9150912301625,9,-48
115792089237316195423570985008687907835235019218830825475898729814029414432636,2022-06-14,3023.4931822641147,-54,-132
3402823669209384634633746074317682114512,2022-06-14,3604.0038732588246,9,-48
8507059173023461586584365185794205286295,2022-06-14,3616.0978459878816,24,-105
